"","sample.no","year","date","sanctuary","status","site.new","complexity","algal.cover","size.class","count"
"2796",651,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",2
"2797",652,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",2,1,"sub.legal",6
"2798",653,2015,2015-01-27,"Green Island","No-take","Green Island.No-take",1,1,"sub.legal",1
"2799",654,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",0
"2800",655,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"2801",656,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"2802",657,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",0
"2803",658,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,2,"sub.legal",0
"2804",659,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"2805",660,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",2,1,"sub.legal",0
"2806",661,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",0
"2807",662,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"2808",663,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",0
"2809",664,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",1
"2810",665,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",0
"2811",666,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",3
"2812",667,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",3
"2813",668,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"2814",669,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",1
"2815",670,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",4,2,"sub.legal",0
"2816",671,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",4
"2817",672,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",4,3,"sub.legal",0
"2818",673,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"2819",674,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,1,"sub.legal",1
"2820",675,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,1,"sub.legal",0
"2821",676,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",1
"2822",677,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",1,3,"sub.legal",0
"2823",678,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,1,"sub.legal",0
"2824",679,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",2
"2825",680,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",2
"2826",681,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",2,2,"sub.legal",0
"2827",682,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,2,"sub.legal",0
"2828",683,2015,2015-01-25,"Green Island","Fished","Strickland Bay.Fished",3,3,"sub.legal",0
"2829",684,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2830",685,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2831",686,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"2832",687,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2833",688,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",2,2,"sub.legal",0
"2834",689,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",2,1,"sub.legal",0
"2835",690,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2836",691,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",2,1,"sub.legal",0
"2837",692,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",2,1,"sub.legal",0
"2838",693,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",0
"2839",694,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",3,1,"sub.legal",0
"2840",695,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",3,2,"sub.legal",0
"2841",696,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",0
"2842",697,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",0
"2843",698,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2844",699,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",3,1,"sub.legal",3
"2845",700,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",1
"2846",701,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",3
"2847",702,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",0
"2848",703,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",2,1,"sub.legal",0
"2849",704,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",3,1,"sub.legal",0
"2850",705,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",3,2,"sub.legal",0
"2851",706,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2852",707,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2853",708,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",0
"2854",709,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",4,2,"sub.legal",0
"2855",710,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,2,"sub.legal",1
"2856",711,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,3,"sub.legal",0
"2857",712,2015,2015-01-28,"Parker Point","Fished","Fairbridge.Fished",1,1,"sub.legal",0
"2858",713,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",1
"2859",714,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",4
"2860",715,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",1
"2861",716,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",1,1,"sub.legal",0
"2862",717,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",1,1,"sub.legal",0
"2863",718,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",1,1,"sub.legal",0
"2864",719,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",1
"2865",720,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",1,1,"sub.legal",0
"2866",721,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",1
"2867",722,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",1,1,"sub.legal",0
"2868",723,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",1
"2869",724,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2870",725,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",0
"2871",726,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",1
"2872",727,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",2
"2873",728,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",2
"2874",729,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",0
"2875",730,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",0
"2876",731,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",4
"2877",732,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2878",733,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",2
"2879",734,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2880",735,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",1,2,"sub.legal",5
"2881",736,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",4,2,"sub.legal",0
"2882",737,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,1,"sub.legal",4
"2883",738,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",1,2,"sub.legal",0
"2884",739,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",0
"2885",740,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",1
"2886",741,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,3,"sub.legal",0
"2887",742,2015,2015-01-28,"Parker Point","No-take","Little Salmon.No-take",2,3,"sub.legal",1
"2888",743,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",0
"2889",744,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",4
"2890",745,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,1,"sub.legal",2
"2891",746,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,1,"sub.legal",6
"2892",747,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,1,"sub.legal",0
"2893",748,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,1,"sub.legal",0
"2894",749,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,1,"sub.legal",2
"2895",750,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,1,"sub.legal",0
"2896",751,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",1
"2897",752,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,2,"sub.legal",0
"2898",753,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",4,1,"sub.legal",4
"2899",754,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,1,"sub.legal",5
"2900",755,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,1,"sub.legal",6
"2901",756,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"2902",757,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",3
"2903",758,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",0
"2904",759,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,3,"sub.legal",0
"2905",760,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"2906",761,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",0
"2907",762,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,1,"sub.legal",0
"2908",763,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,1,"sub.legal",1
"2909",764,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,2,"sub.legal",0
"2910",765,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,2,"sub.legal",1
"2911",766,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",2,2,"sub.legal",0
"2912",767,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,2,"sub.legal",0
"2913",768,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",2
"2914",769,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",4,2,"sub.legal",0
"2915",770,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",1,1,"sub.legal",0
"2916",771,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,2,"sub.legal",0
"2917",772,2015,2015-01-30,"Parker Point","No-take","Parker Point.No-take",3,1,"sub.legal",0
"2918",773,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,1,"sub.legal",0
"2919",774,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"2920",775,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",1
"2921",776,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"2922",777,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"2923",778,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,1,"sub.legal",0
"2924",779,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",3
"2925",780,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"2926",781,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,2,"sub.legal",0
"2927",782,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",4,2,"sub.legal",0
"2928",783,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,1,"sub.legal",1
"2929",784,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"2930",785,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,1,"sub.legal",0
"2931",786,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"2932",787,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",3
"2933",788,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,1,"sub.legal",0
"2934",789,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,1,"sub.legal",1
"2935",790,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,2,"sub.legal",0
"2936",791,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,2,"sub.legal",0
"2937",792,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,1,"sub.legal",0
"2938",793,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",1,2,"sub.legal",0
"2939",794,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,1,"sub.legal",1
"2940",795,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",0
"2941",796,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"2942",797,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",0
"2943",798,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",1
"2944",799,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"2945",800,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,2,"sub.legal",0
"2946",801,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",3,2,"sub.legal",1
"2947",802,2015,2015-01-30,"Parker Point","Fished","Parker Point.Fished",2,1,"sub.legal",0
"2948",803,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"2949",804,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"2950",805,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",2,1,"sub.legal",0
"2951",806,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,1,"sub.legal",1
"2952",807,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",0
"2953",808,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"2954",809,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",1
"2955",810,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",2,2,"sub.legal",0
"2956",811,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"2957",812,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"2958",813,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",1
"2959",814,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"2960",815,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,2,"sub.legal",0
"2961",816,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",0
"2962",817,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,3,"sub.legal",0
"2963",818,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",2,3,"sub.legal",0
"2964",819,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",2,3,"sub.legal",0
"2965",820,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,3,"sub.legal",0
"2966",821,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",4,2,"sub.legal",0
"2967",822,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",3,2,"sub.legal",2
"2968",823,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",2,1,"sub.legal",0
"2969",824,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",2,1,"sub.legal",0
"2970",825,2015,2015-01-31,"Green Island","Fished","West Salmon.Fished",1,3,"sub.legal",1
"2971",826,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",1
"2972",827,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",0,2,"sub.legal",0
"2973",828,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",0
"2974",829,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2975",830,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2976",831,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2977",832,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",0
"2978",833,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2979",834,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",1
"2980",835,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",4,2,"sub.legal",1
"2981",836,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",0
"2982",837,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",10
"2983",838,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,1,"sub.legal",1
"2984",839,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",8
"2985",840,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",4,2,"sub.legal",2
"2986",841,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",1,1,"sub.legal",0
"2987",842,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",4,2,"sub.legal",1
"2988",843,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",2
"2989",844,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,2,"sub.legal",0
"2990",845,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",5
"2991",846,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",4,2,"sub.legal",0
"2992",847,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",3
"2993",848,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",1
"2994",849,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",2,1,"sub.legal",0
"2995",850,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",2
"2996",851,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,1,"sub.legal",0
"2997",852,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",4,2,"sub.legal",3
"2998",853,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",4,2,"sub.legal",0
"2999",854,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",3,2,"sub.legal",0
"3000",855,2016,2016-01-01,"Parker Point","No-take","Little Salmon.No-take",0,2,"sub.legal",0
"3001",856,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",0
"3002",857,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,2,"sub.legal",0
"3003",858,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,2,"sub.legal",0
"3004",859,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,3,"sub.legal",0
"3005",860,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,3,"sub.legal",0
"3006",861,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,2,"sub.legal",0
"3007",862,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",4,2,"sub.legal",1
"3008",863,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,2,"sub.legal",0
"3009",864,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,1,"sub.legal",0
"3010",865,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,1,"sub.legal",0
"3011",866,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,1,"sub.legal",0
"3012",867,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,1,"sub.legal",2
"3013",868,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",4,1,"sub.legal",0
"3014",869,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",0
"3015",870,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,1,"sub.legal",1
"3016",871,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",0
"3017",872,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",4,2,"sub.legal",3
"3018",873,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",4,2,"sub.legal",0
"3019",874,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",2,2,"sub.legal",0
"3020",875,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",4,2,"sub.legal",0
"3021",876,2016,2016-01-01,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",2
